conceptId,lang,role,label
esrs_NumberOfEmployeesReceivingAnticorruptionAndAntibriberyTrainingDuringPeriod,en,http://www.xbrl.org/2003/role/label,"Number of employees receiving anti-corruption and anti-bribery training, during period"
esrs_NumberOfEmployeesReceivingAnticorruptionAndAntibriberyTrainingDuringPeriod,en,http://www.xbrl.org/2003/role/totalLabel,"Total number of employees receiving anti-corruption and anti-bribery training, during period"
esrs_NumberOfEmployeesWhoHaveLeftUndertakingDuringPeriod,en,http://www.xbrl.org/2003/role/label,"Number of employees who have left undertaking, during period"
esrs_NumberOfEmployeesWhoHaveLeftUndertakingDuringPeriod,en,http://www.xbrl.org/2003/role/totalLabel,"Total number of employees who have left undertaking, during period"
esrs_NumberOfExecutiveMembers,en,http://www.xbrl.org/2003/role/label,Number of executive members
esrs_NumberOfFatalitiesAsResultOfWorkrelatedIllHealthOfOtherWorkersWorkingOnUndertakingsSites,en,http://www.xbrl.org/2003/role/label,Number of fatalities as result of work-related ill health of other workers working on undertaking's sites
esrs_NumberOfFatalitiesAsResultOfWorkrelatedInjuriesAndWorkrelatedIllHealthOfOtherWorkersWorkingOnUndertakingsSites,en,http://www.xbrl.org/2003/role/label,Number of fatalities as result of work-related injuries and work-related ill health of other workers working on undertaking's sites
esrs_NumberOfFatalitiesAsResultOfWorkrelatedInjuriesOfOtherWorkersWorkingOnUndertakingsSites,en,http://www.xbrl.org/2003/role/label,Number of fatalities as result of work-related injuries of other workers working on undertaking's sites
esrs_NumberOfFatalitiesInOwnWorkforceAsResultOfWorkrelatedIllHealth,en,http://www.xbrl.org/2003/role/label,Number of fatalities in own workforce as result of work-related ill health
esrs_NumberOfFatalitiesInOwnWorkforceAsResultOfWorkrelatedInjuries,en,http://www.xbrl.org/2003/role/label,Number of fatalities in own workforce as result of work-related injuries
esrs_NumberOfFatalitiesInOwnWorkforceAsResultOfWorkrelatedInjuriesAndWorkrelatedIllHealth,en,http://www.xbrl.org/2003/role/label,Number of fatalities in own workforce as result of work-related injuries and work-related ill health
esrs_NumberOfIncidentsOfDiscrimination,en,http://www.xbrl.org/2003/role/label,Number of incidents of discrimination
esrs_NumberOfIncidentsOfDiscrimination,en,http://www.xbrl.org/2003/role/totalLabel,Total number of incidents of discrimination
esrs_NumberOfInvasiveAlienSpecies,en,http://www.xbrl.org/2003/role/label,Number of invasive alien species
esrs_NumberOfLegalProceedingsOutstandingForLatePayments,en,http://www.xbrl.org/2003/role/label,Number of legal proceedings outstanding for late payments
esrs_NumberOfNonemployeesInOwnWorkforceAtEndOfPeriod,en,http://www.xbrl.org/2003/role/label,"Number of non-employees in own workforce, at end of period"
esrs_NumberOfNonemployeesInOwnWorkforceAtEndOfPeriod,en,http://www.xbrl.org/2003/role/totalLabel,"Total number of non-employees in own workforce, at end of period"
esrs_NumberOfNonemployeesInOwnWorkforceDuringPeriod,en,http://www.xbrl.org/2003/role/label,"Number of non-employees in own workforce, during period"
esrs_NumberOfNonemployeesInOwnWorkforceDuringPeriod,en,http://www.xbrl.org/2003/role/totalLabel,"Total number of non-employees in own workforce, during period"
esrs_NumberOfNonemployeesInOwnWorkforcePeopleProvidedByUndertakingsPrimarilyEngagedInEmploymentActivitiesAtEndOfPeriod,en,http://www.xbrl.org/2003/role/label,"Number of non-employees in own workforce - people provided by undertakings primarily engaged in employment activities, at end of period"
esrs_NumberOfNonemployeesInOwnWorkforcePeopleProvidedByUndertakingsPrimarilyEngagedInEmploymentActivitiesAtEndOfPeriod,en,http://www.xbrl.org/2003/role/totalLabel,"Total number of non-employees in own workforce - people provided by undertakings primarily engaged in employment activities, at end of period"
esrs_NumberOfNonemployeesInOwnWorkforcePeopleProvidedByUndertakingsPrimarilyEngagedInEmploymentActivitiesDuringPeriod,en,http://www.xbrl.org/2003/role/label,"Number of non-employees in own workforce - people provided by undertakings primarily engaged in employment activities, during period"
esrs_NumberOfNonemployeesInOwnWorkforcePeopleProvidedByUndertakingsPrimarilyEngagedInEmploymentActivitiesDuringPeriod,en,http://www.xbrl.org/2003/role/totalLabel,"Total number of non-employees in own workforce - people provided by undertakings primarily engaged in employment activities, during period"
esrs_NumberOfNonemployeesInOwnWorkforceSelfemployedPeopleAtEndOfPeriod,en,http://www.xbrl.org/2003/role/label,"Number of non-employees in own workforce - self-employed people, at end of period"
esrs_NumberOfNonemployeesInOwnWorkforceSelfemployedPeopleAtEndOfPeriod,en,http://www.xbrl.org/2003/role/totalLabel,"Total number of non-employees in own workforce - self-employed people, at end of period"
esrs_NumberOfNonemployeesInOwnWorkforceSelfemployedPeopleDuringPeriod,en,http://www.xbrl.org/2003/role/label,"Number of non-employees in own workforce - self-employed people, during period"
esrs_NumberOfNonemployeesInOwnWorkforceSelfemployedPeopleDuringPeriod,en,http://www.xbrl.org/2003/role/totalLabel,"Total number of non-employees in own workforce - self-employed people, during period"
esrs_NumberOfNonexecutiveMembers,en,http://www.xbrl.org/2003/role/label,Number of non-executive members
esrs_NumberOfRecordableWorkrelatedAccidents,en,http://www.xbrl.org/2003/role/label,Number of recordable work-related accidents
esrs_NumberOfScope1GHGEmissionAllowancesWithinRegulatedEmissionTradingSchemes,en,http://www.xbrl.org/2003/role/label,Number of Scope 1 GHG emission allowances within regulated emission trading schemes
esrs_NumberOfSevereHumanRightsIncidentsConnectedToOwnWorkforce,en,http://www.xbrl.org/2003/role/label,Number of severe human rights incidents connected to own workforce
esrs_NumberOfSevereHumanRightsIncidentsConnectedToOwnWorkforceThatAreNonrespectOfUnGuidingPrinciplesOnBusinessAndHumanRightsIloDeclarationOnFundamentalPrinciplesAndRightsAtWorkOrOecdGuidelinesForMultinationalEnterprises,en,http://www.xbrl.org/2003/role/label,"Number of severe human rights incidents connected to own workforce that are non-respect of UN Guiding Principles on Business and Human Rights, ILO Declaration on Fundamental Principles and Rights at Work or OECD Guidelines for Multinational Enterprises"
esrs_NumberOfSevereHumanRightsIncidentsWhereUndertakingPlayedRoleSecuringRemedyForThoseAffected,en,http://www.xbrl.org/2003/role/label,Number of severe human rights incidents where undertaking played role securing remedy for those affected
esrs_NumberOfSitesOwnedLeasedOrManagedInOrNearProtectedAreasOrKeyBiodiversityAreasThatUndertakingIsNegativelyAffecting,en,http://www.xbrl.org/2003/role/label,"Number of sites owned, leased or managed in or near protected areas or key biodiversity areas that undertaking is negatively affecting"
esrs_NutsCodesForLocationOfSignificantAssetsAtMaterialPhysicalRisk,en,http://www.xbrl.org/2003/role/label,NUTS codes for location of significant assets at material physical risk
esrs_OnetimeInitiativeMember,en,http://www.xbrl.org/2003/role/label,One-time initiative [member]
esrs_OperatingExpendituresOpExInConjunctionWithMajorIncidentsAndDepositsPollution,en,http://www.xbrl.org/2003/role/label,Operating expenditures (OpEx) in conjunction with major incidents and deposits (pollution)
esrs_OperatingSegmentTypedAxis,en,http://www.xbrl.org/2003/role/label,Operating segment [typed axis]
esrs_OpportunityMember,en,http://www.xbrl.org/2003/role/label,Opportunity [member]
esrs_OptionAllowedByMemberStateToOmitDisclosureOfImpendingDevelopmentsOrMattersInCourseOfNegotiationHasBeenUsed,en,http://www.xbrl.org/2003/role/label,Option allowed by Member State to omit disclosure of impending developments or matters in course of negotiation has been used
esrs_OptionToOmitInformationRequiredByESRSE4ESRSS1ESRSS2ESRSS3OrESRSS4InAccordanceWithAppendixCOfESRS1Abstract,en,http://www.xbrl.org/2003/role/label,"Option to omit information required by ESRS E4, ESRS S1, ESRS S2, ESRS S3 or ESRS S4 in accordance with Appendix C of ESRS 1 [abstract]"
esrs_OptionToOmitSpecificPieceOfInformationCorrespondingToIntellectualPropertyKnowhowOrResultsOfInnovationHasBeenUsed,en,http://www.xbrl.org/2003/role/label,"Option to omit specific piece of information corresponding to intellectual property, know-how or results of innovation has been used"
esrs_OrdinaryBasicSalaryAndComplementaryOrVariableComponentsTypedAxis,en,http://www.xbrl.org/2003/role/label,Ordinary basic salary and complementary or variable components [typed axis]
esrs_OtherAffectedCommunitiesSubtopicMember,en,http://www.xbrl.org/2003/role/label,Other affected communities subtopic [member]
esrs_OtherBiodiversityAndEcosystemsSubtopicMember,en,http://www.xbrl.org/2003/role/label,Other biodiversity and ecosystems subtopic [member]
esrs_OtherBusinessConductSubtopicMember,en,http://www.xbrl.org/2003/role/label,Other business conduct subtopic [member]
esrs_OtherClimateChangeSubtopicMember,en,http://www.xbrl.org/2003/role/label,Other climate change subtopic [member]
esrs_OtherConsumersAndOrEndusersSubtopicMember,en,http://www.xbrl.org/2003/role/label,Other consumers and (or) end-users subtopic [member]
esrs_OtherDecarbonisationLeversMember,en,http://www.xbrl.org/2003/role/label,Other decarbonisation levers [member]
esrs_OtherDirectImpactDriversOfBiodiversityLossMember,en,http://www.xbrl.org/2003/role/label,Other direct impact drivers of biodiversity loss [member]
esrs_OtherDisposalMember,en,http://www.xbrl.org/2003/role/label,Other disposal [member]
esrs_OtherFormsOfDiscriminationCoveredByEuRegulationAndNationalLawAreSpecificallyCoveredInPolicyMember,en,http://www.xbrl.org/2003/role/label,Other forms of discrimination covered by EU regulation and national law are specifically covered in policy [member]
esrs_OtherGHGCategoryMember,en,http://www.xbrl.org/2003/role/label,Other GHG category [member]
esrs_OtherInternalCarbonPricingSchemeTypeMember,en,http://www.xbrl.org/2003/role/label,Other internal carbon pricing scheme type [member]
esrs_OtherInvesteesExcludedFromConsolidatedAccountingGroupIncludingContractualArrangementsOperationalControlMember,en,http://www.xbrl.org/2003/role/label,"Other investees excluded from consolidated accounting group, including contractual arrangements (operational control) [member]"
esrs_OtherLongtermTimeHorizonInYearsCountedFromReportingPeriod,en,http://www.xbrl.org/2003/role/label,Other long-term time horizon (in years) counted from reporting period
esrs_OtherMaterialAndOrEntityspecificInformationAbstract,en,http://www.xbrl.org/2003/role/label,Other material and (or) entity-specific information [abstract]
esrs_OtherMaterialAndOrEntityspecificInformationGeneralAbstract,en,http://www.xbrl.org/2003/role/label,Other material and (or) entity-specific information - general [abstract]
esrs_OtherMaterialAndOrEntityspecificInformationLineItems,en,http://www.xbrl.org/2003/role/label,Other material and (or) entity-specific information [line items]
esrs_OtherMaterialAndOrEntityspecificInformationTable,en,http://www.xbrl.org/2003/role/label,Other material and (or) entity-specific information [table]
esrs_OtherMediumOrLongtermTimeHorizonsThanDefinedInESRS1Abstract,en,http://www.xbrl.org/2003/role/label,Other medium- or long-term time horizons than defined in ESRS 1 [abstract]
esrs_OtherMediumtermTimeHorizonInYearsCountedFromReportingPeriod,en,http://www.xbrl.org/2003/role/label,Other medium-term time horizon (in years) counted from reporting period
esrs_OtherMetricsMember,en,http://www.xbrl.org/2003/role/label,Other metrics [member]
esrs_OtherOwnWorkersMember,en,http://www.xbrl.org/2003/role/label,Other own workers [member]
esrs_OtherOwnWorkforceSubtopicMember,en,http://www.xbrl.org/2003/role/label,Other own workforce subtopic [member]
esrs_OtherPollutionSubtopicMember,en,http://www.xbrl.org/2003/role/label,Other pollution subtopic [member]
esrs_OtherRecoveryMember,en,http://www.xbrl.org/2003/role/label,Other recovery [member]
esrs_OtherResourceUseAndCircularEconomySubtopicMember,en,http://www.xbrl.org/2003/role/label,Other resource use and circular economy subtopic [member]
esrs_OtherScope3GreenhouseGasEmissionsMember,en,http://www.xbrl.org/2003/role/label,Other Scope 3 greenhouse gas emissions [member]
esrs_OtherSectorMember,en,http://www.xbrl.org/2003/role/label,Other sector [member]
esrs_OtherSustainabilityMatterMember,en,http://www.xbrl.org/2003/role/label,Other sustainability matter [member]
esrs_OtherThanFemaleAndMaleMember,en,http://www.xbrl.org/2003/role/label,Other than female and male [member]
esrs_OtherThanNaturebasedEngineeringOrTechnologicalMember,en,http://www.xbrl.org/2003/role/label,"Other than nature-based, engineering or technological [member]"
esrs_OtherTopicsCoveredMember,en,http://www.xbrl.org/2003/role/label,Other topics covered [member]
esrs_OtherWaterAndMarineResourcesSubtopicMember,en,http://www.xbrl.org/2003/role/label,Other water and marine resources subtopic [member]
esrs_OtherWorkersInValueChainSubtopicMember,en,http://www.xbrl.org/2003/role/label,Other workers in value chain subtopic [member]
esrs_OtherWorkrelatedRightsForOwnWorkforceMember,en,http://www.xbrl.org/2003/role/label,Other work-related rights for own workforce [member]
esrs_OtherWorkrelatedRightsForValueChainWorkersMember,en,http://www.xbrl.org/2003/role/label,Other work-related rights for value chain workers [member]
esrs_OwnOperationsAffectThreatenedSpecies,en,http://www.xbrl.org/2003/role/label,Own operations affect threatened species
esrs_OwnOperationsMember,en,http://www.xbrl.org/2003/role/label,Own operations [member]
esrs_OwnWorkforceMember,en,http://www.xbrl.org/2003/role/label,Own workforce [member]
esrs_OwnWorkforceOrWorkersRepresentativesWereEngagedDirectlyInIdentifyingLessonsOrImprovementsAsResultOfUndertakingsPerformance,en,http://www.xbrl.org/2003/role/label,Own workforce or workers' representatives were engaged directly in identifying lessons or improvements as result of undertaking's performance
esrs_OwnWorkforceOrWorkersRepresentativesWereEngagedDirectlyInTrackingPerformanceAgainstTargets,en,http://www.xbrl.org/2003/role/label,Own workforce or workers' representatives were engaged directly in tracking performance against targets
esrs_PFCsMember,en,http://www.xbrl.org/2003/role/label,PFCs [member]
esrs_PartialDirectMeasurementOrEstimationMember,en,http://www.xbrl.org/2003/role/label,Partial direct measurement or estimation [member]
esrs_ParttimeEmployeesMember,en,http://www.xbrl.org/2003/role/label,Part-time employees [member]
esrs_PaymentPracticesAbstract,en,http://www.xbrl.org/2003/role/label,Payment practices [abstract]
esrs_PaymentPracticesGeneralAbstract,en,http://www.xbrl.org/2003/role/label,Payment practices - general [abstract]
esrs_PaymentPracticesLineItems,en,http://www.xbrl.org/2003/role/label,Payment practices [line items]
esrs_PaymentPracticesTable,en,http://www.xbrl.org/2003/role/label,Payment practices [table]
esrs_PeopleInOwnWorkforceAndWorkersRepresentativesPlayRoleInDecisionsRegardingDesignAndImplementationOfProgrammesOrProcessesWhosePrimaryAimIsToDeliverPositiveImpacts,en,http://www.xbrl.org/2003/role/label,People in own workforce and workers' representatives play role in decisions regarding design and implementation of programmes or processes whose primary aim is to deliver positive impacts
esrs_PeopleInOwnWorkforceNOValueChainWorkersThatMayBeAffectedAreAbleToAccessChannelsAtLevelOfUndertakingTheyAreEmployedByOrContractedToWorkFor,en,http://www.xbrl.org/2003/role/label,People in own workforce / value chain workers that may be affected are able to access channels at level of undertaking they are employed by or contracted to work for
esrs_PeopleProvidedByThirdPartyUndertakingsPrimarilyEngagedInEmploymentActivitiesMember,en,http://www.xbrl.org/2003/role/label,People provided by third party undertakings primarily engaged in employment activities [member]
esrs_PercentageForRecognisedQualityStandard,en,http://www.xbrl.org/2003/role/label,Percentage for recognised quality standard
esrs_PercentageForRecognisedQualityStandardsAbstract,en,http://www.xbrl.org/2003/role/label,Percentage for recognised quality standards [abstract]
esrs_PercentageForRecognisedQualityStandardsLineItems,en,http://www.xbrl.org/2003/role/label,Percentage for recognised quality standards [line items]
esrs_PercentageForRecognisedQualityStandardsTable,en,http://www.xbrl.org/2003/role/label,Percentage for recognised quality standards [table]
esrs_PercentageIssuedFromProjectsInEuropeanUnion,en,http://www.xbrl.org/2003/role/label,Percentage issued from projects in European Union
esrs_PercentageOfApproximateGrossScope1GreenhouseGasEmissionsCoveredByInternalCarbonPricingScheme,en,http://www.xbrl.org/2003/role/label,Percentage of approximate gross Scope 1 greenhouse gas emissions covered by internal carbon pricing scheme
esrs_PercentageOfApproximateGrossScope2GreenhouseGasEmissionsCoveredByInternalCarbonPricingScheme,en,http://www.xbrl.org/2003/role/label,Percentage of approximate gross Scope 2 greenhouse gas emissions covered by internal carbon pricing scheme
esrs_PercentageOfApproximateGrossScope3GreenhouseGasEmissionsCoveredByInternalCarbonPricingScheme,en,http://www.xbrl.org/2003/role/label,Percentage of approximate gross Scope 3 greenhouse gas emissions covered by internal carbon pricing scheme
esrs_PercentageOfAssetsAtMaterialPhysicalRiskAddressedByClimateChangeAdaptationActions,en,http://www.xbrl.org/2003/role/label,Percentage of assets at material physical risk addressed by climate change adaptation actions
esrs_PercentageOfAssetsAtMaterialPhysicalRiskBeforeConsideringClimateChangeAdaptationActions,en,http://www.xbrl.org/2003/role/label,Percentage of assets at material physical risk before considering climate change adaptation actions
esrs_PercentageOfAssetsAtMaterialTransitionRiskAddressedByClimateChangeMitigationActions,en,http://www.xbrl.org/2003/role/label,Percentage of assets at material transition risk addressed by climate change mitigation actions
esrs_PercentageOfAssetsAtMaterialTransitionRiskBeforeConsideringClimateMitigationActions,en,http://www.xbrl.org/2003/role/label,Percentage of assets at material transition risk before considering climate mitigation actions
esrs_PercentageOfBiologicalMaterialsUsedToManufactureProductsAndServicesThatAreSustainablySourced,en,http://www.xbrl.org/2003/role/label,Percentage of biological materials used to manufacture products and services that are sustainably sourced
esrs_PercentageOfContractualInstrumentsScope2GHGEmissions,en,http://www.xbrl.org/2003/role/label,"Percentage of contractual instruments, Scope 2 GHG emissions"
esrs_PercentageOfContractualInstrumentsUsedForSaleAndPurchaseOfEnergyBundledWithAttributesAboutEnergyGenerationInRelationToScope2GHGEmissions,en,http://www.xbrl.org/2003/role/label,Percentage of contractual instruments used for sale and purchase of energy bundled with attributes about energy generation in relation to Scope 2 GHG emissions
esrs_PercentageOfContractualInstrumentsUsedForSaleAndPurchaseOfUnbundledEnergyAttributeClaimsInRelationToScope2GHGEmissions,en,http://www.xbrl.org/2003/role/label,Percentage of contractual instruments used for sale and purchase of unbundled energy attribute claims in relation to Scope 2 GHG emissions
esrs_PercentageOfDataFromBestEstimatesWaterConsumption,en,http://www.xbrl.org/2003/role/label,Percentage of data from best estimates (water consumption)
esrs_PercentageOfDataFromSamplingAndExtrapolationWaterConsumption,en,http://www.xbrl.org/2003/role/label,Percentage of data from sampling and extrapolation (water consumption)
esrs_PercentageOfDataSourcedFromDirectMeasurementWaterConsumption,en,http://www.xbrl.org/2003/role/label,Percentage of data sourced from direct measurement (water consumption)
esrs_PercentageOfEmployeeTurnover,en,http://www.xbrl.org/2003/role/label,Percentage of employee turnover
esrs_PercentageOfEmployeesAndOrNonemployeesPaidBelowApplicableAdequateWageBenchmark,en,http://www.xbrl.org/2003/role/label,Percentage of employees and (or) non-employees paid below applicable adequate wage benchmark
esrs_PercentageOfEmployeesAndOrNonemployeesThatParticipatedInRegularPerformanceAndCareerDevelopmentReviews,en,http://www.xbrl.org/2003/role/label,Percentage of employees and (or) non-employees that participated in regular performance and career development reviews
esrs_PercentageOfEmployeesAtTopManagementLevel,en,http://www.xbrl.org/2003/role/label,Percentage of employees at top management level
esrs_PercentageOfEmployeesBetween30And50YearsOld,en,http://www.xbrl.org/2003/role/label,Percentage of employees between 30 and 50 years old
esrs_PercentageOfEmployeesEntitledToTakeFamilyrelatedLeaves,en,http://www.xbrl.org/2003/role/label,Percentage of employees entitled to take family-related leaves
esrs_PercentageOfEmployeesOver50YearsOld,en,http://www.xbrl.org/2003/role/label,Percentage of employees over 50 years old
esrs_PercentageOfEmployeesUnder30YearsOld,en,http://www.xbrl.org/2003/role/label,Percentage of employees under 30 years old
esrs_PercentageOfEmployeesWithDisabilities,en,http://www.xbrl.org/2003/role/label,Percentage of employees with disabilities
esrs_PercentageOfEmployeesWithDisabilitiesAbstract,en,http://www.xbrl.org/2003/role/label,Percentage of employees with disabilities [abstract]
esrs_PercentageOfEmployeesWithDisabilitiesLineItems,en,http://www.xbrl.org/2003/role/label,Percentage of employees with disabilities [line items]
esrs_PercentageOfEmployeesWithDisabilitiesTable,en,http://www.xbrl.org/2003/role/label,Percentage of employees with disabilities [table]
esrs_PercentageOfEnergyConsumptionFromNuclearSourcesInTotalEnergyConsumption,en,http://www.xbrl.org/2003/role/label,Percentage of energy consumption from nuclear sources in total energy consumption
esrs_PercentageOfEntitledEmployeesThatTookFamilyrelatedLeave,en,http://www.xbrl.org/2003/role/label,Percentage of entitled employees that took family-related leave
esrs_PercentageOfEntitledEmployeesThatTookFamilyrelatedLeaveByGenderAbstract,en,http://www.xbrl.org/2003/role/label,Percentage of entitled employees that took family-related leave by gender [abstract]
esrs_PercentageOfEntitledEmployeesThatTookFamilyrelatedLeaveByGenderLineItems,en,http://www.xbrl.org/2003/role/label,Percentage of entitled employees that took family-related leave by gender [line items]
esrs_PercentageOfEntitledEmployeesThatTookFamilyrelatedLeaveByGenderTable,en,http://www.xbrl.org/2003/role/label,Percentage of entitled employees that took family-related leave by gender [table]
esrs_PercentageOfEstimatedShareOfPotentiallyStrandedAssetsOfTotalAssetsAtMaterialTransitionRisk,en,http://www.xbrl.org/2003/role/label,Percentage of estimated share of potentially stranded assets of total assets at material transition risk
esrs_PercentageOfFossilSourcesInTotalEnergyConsumption,en,http://www.xbrl.org/2003/role/label,Percentage of fossil sources in total energy consumption
esrs_PercentageOfFunctionsatriskCoveredByAnticorruptionAndAntibriberyTrainingProgrammes,en,http://www.xbrl.org/2003/role/label,Percentage of functions-at-risk covered by anti-corruption and anti-bribery training programmes
esrs_PercentageOfGrossScope3GreenhouseGasEmissionsCalculatedUsingPrimaryDataObtainedFromSuppliersOrOtherValueChainPartners,en,http://www.xbrl.org/2003/role/label,Percentage of Gross Scope 3 greenhouse gas emissions calculated using primary data obtained from suppliers or other value chain partners
esrs_PercentageOfIndependentBoardMembers,en,http://www.xbrl.org/2003/role/label,Percentage of independent board members
esrs_PercentageOfLocationBasedScope2GreenhouseGasEmissionsReductionAsOfEmissionsOfBaseYear,en,http://www.xbrl.org/2003/role/label,Percentage of location-based Scope 2 Greenhouse gas emissions reduction (as of emissions of base year)
esrs_PercentageOfMarketBasedScope2GreenhouseGasEmissionsReductionAsOfEmissionsOfBaseYear,en,http://www.xbrl.org/2003/role/label,Percentage of market-based Scope 2 Greenhouse gas emissions reduction (as of emissions of base year)
esrs_PercentageOfMarketbasedScope2GHGEmissionsLinkedToPurchasedElectricityBundledWithInstruments,en,http://www.xbrl.org/2003/role/label,Percentage of market-based Scope 2 GHG emissions linked to purchased electricity bundled with instruments
esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodies,en,http://www.xbrl.org/2003/role/label,"Percentage of members of administrative, management and supervisory bodies"
esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodiesByGenderAbstract,en,http://www.xbrl.org/2003/role/label,"Percentage of members of administrative, management and supervisory bodies by gender [abstract]"
esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodiesByGenderLineItems,en,http://www.xbrl.org/2003/role/label,"Percentage of members of administrative, management and supervisory bodies by gender [line items]"
esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodiesByGenderTable,en,http://www.xbrl.org/2003/role/label,"Percentage of members of administrative, management and supervisory bodies by gender [table]"
esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodiesByOtherAspectsOfDiversityAbstract,en,http://www.xbrl.org/2003/role/label,"Percentage of members of administrative, management and supervisory bodies by other aspects of diversity [abstract]"
esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodiesByOtherAspectsOfDiversityLineItems,en,http://www.xbrl.org/2003/role/label,"Percentage of members of administrative, management and supervisory bodies by other aspects of diversity [line items]"
esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodiesByOtherAspectsOfDiversityTable,en,http://www.xbrl.org/2003/role/label,"Percentage of members of administrative, management and supervisory bodies by other aspects of diversity [table]"
esrs_PercentageOfNetRevenueFromBusinessActivitiesAtMaterialPhysicalRisk,en,http://www.xbrl.org/2003/role/label,Percentage of net revenue from business activities at material physical risk
esrs_PercentageOfNetRevenueFromBusinessActivitiesAtMaterialTransitionRisk,en,http://www.xbrl.org/2003/role/label,Percentage of net revenue from business activities at material transition risk
esrs_PercentageOfNetRevenueFromCustomersOperatingInCoalrelatedActivities,en,http://www.xbrl.org/2003/role/label,Percentage of net revenue from customers operating in coal-related activities
esrs_PercentageOfNetRevenueFromCustomersOperatingInGasrelatedActivities,en,http://www.xbrl.org/2003/role/label,Percentage of net revenue from customers operating in gas-related activities
esrs_PercentageOfNetRevenueFromCustomersOperatingInOilrelatedActivities,en,http://www.xbrl.org/2003/role/label,Percentage of net revenue from customers operating in oil-related activities
esrs_PercentageOfNetRevenueMadeWithProductsAndServicesThatAreOrThatContainSubstancesOfConcern,en,http://www.xbrl.org/2003/role/label,Percentage of net revenue made with products and services that are or that contain substances of concern
esrs_PercentageOfNetRevenueMadeWithProductsAndServicesThatAreOrThatContainSubstancesOfVeryHighConcern,en,http://www.xbrl.org/2003/role/label,Percentage of net revenue made with products and services that are or that contain substances of very high concern
esrs_PercentageOfNonemployeesInOwnWorkforceWhoseWorkingConditionsAndTermsOfEmploymentAreDeterminedOrInfluencedByCollectiveBargainingAgreements,en,http://www.xbrl.org/2003/role/label,Percentage of non-employees in own workforce whose working conditions and terms of employment are determined or influenced by collective bargaining agreements
esrs_PercentageOfNonrecycledWaste,en,http://www.xbrl.org/2003/role/label,Percentage of non-recycled waste
esrs_PercentageOfOwnWorkersCoveredByHealthAndSafetyManagementSystemBasedOnLegalRequirementsAndOrRecognisedStandardsOrGuidelinesAndWhichHasBeenInternallyAuditedAndOrAuditedOrCertifiedByExternalParty,en,http://www.xbrl.org/2003/role/label,Percentage of own workers covered by health and safety management system based on legal requirements and (or) recognised standards or guidelines and which has been internally audited and (or) audited or certified by external party
esrs_PercentageOfPaymentsAlignedWithStandardPaymentTerms,en,http://www.xbrl.org/2003/role/label,Percentage of payments aligned with standard payment terms
esrs_PercentageOfPeopleInOwnWorkforceWhoAreCoveredByHealthAndSafetyManagementSystemBasedOnLegalRequirementsAndOrRecognisedStandardsOrGuidelines,en,http://www.xbrl.org/2003/role/label,Percentage of people in own workforce who are covered by health and safety management system based on legal requirements and (or) recognised standards or guidelines
esrs_PercentageOfPersonsWithDisabilitiesAmongstEmployeesSubjectToLegalRestrictionsOnCollectionOfData,en,http://www.xbrl.org/2003/role/label,Percentage of persons with disabilities amongst employees subject to legal restrictions on collection of data
esrs_PercentageOfReductionProjects,en,http://www.xbrl.org/2003/role/label,Percentage of reduction projects
esrs_PercentageOfRemovalProjects,en,http://www.xbrl.org/2003/role/label,Percentage of removal projects
esrs_PercentageOfRemunerationRecognisedThatIsLinkedToClimateRelatedConsiderations,en,http://www.xbrl.org/2003/role/label,Percentage of remuneration recognised that is linked to climate related considerations
esrs_PercentageOfRenewableSourcesInTotalEnergyConsumption,en,http://www.xbrl.org/2003/role/label,Percentage of renewable sources in total energy consumption
esrs_PercentageOfScope1GreenhouseGasEmissionsFromRegulatedEmissionTradingSchemes,en,http://www.xbrl.org/2003/role/label,Percentage of Scope 1 greenhouse gas emissions from regulated emission trading schemes
esrs_PercentageOfScope1GreenhouseGasEmissionsInTotalGreenhouseGasEmissionsReduction,en,http://www.xbrl.org/2003/role/label,Percentage of Scope 1 Greenhouse gas emissions in total Greenhouse gas emissions reduction
esrs_PercentageOfScope1GreenhouseGasEmissionsReductionAsOfEmissionsOfBaseYear,en,http://www.xbrl.org/2003/role/label,Percentage of Scope 1 Greenhouse gas emissions reduction (as of emissions of base year)
esrs_PercentageOfScope2LocationbasedGreenhouseGasEmissionsInTotalGreenhouseGasEmissionsReduction,en,http://www.xbrl.org/2003/role/label,Percentage of Scope 2 location-based Greenhouse gas emissions in total Greenhouse gas emissions reduction
esrs_PercentageOfScope2MarketbasedGreenhouseGasEmissionsInTotalGreenhouseGasEmissionsReduction,en,http://www.xbrl.org/2003/role/label,Percentage of Scope 2 market-based Greenhouse gas emissions in total Greenhouse gas emissions reduction
esrs_PercentageOfScope3GreenhouseGasEmissionsInTotalGreenhouseGasEmissionsReduction,en,http://www.xbrl.org/2003/role/label,Percentage of Scope 3 Greenhouse gas emissions in total Greenhouse gas emissions reduction
