name,id,type,substitutionGroup,balance,abstract,nillable
ProceduresToInvestigateBusinessConductIncidentsPromptlyIndependentlyAndObjectivelyAreInPlace,,xbrli:booleanItemType,,,,
InformationAboutPolicyForTrainingWithinOrganisationOnBusinessConductExplanatory,,dtr-types:textBlockItemType,,,,
MechanismsForIdentifyingReportingAndInvestigatingConcernsAboutUnlawfulBehaviourOrBehaviourInContradictionOfCodeOfConductOrSimilarInternalRulesAccommodateReportingFromInternalAndOrExternalStakeholders,,xbrli:booleanItemType,,,,
PercentageOfFunctionsatriskCoveredByAnticorruptionAndAntibriberyTrainingProgrammes,,dtr-types:percentItemType,,,,
DisclosureOfActivitiesAndCommitmentsRelatedToExertingPoliticalInfluenceIncludingLobbyingActivitiesRelatedToMaterialImpactsRisksAndOpportunitiesExplanatory,,dtr-types:textBlockItemType,,,,
PoliciesOnAnticorruptionConsistentWithUnitedNationsConventionAgainstCorruptionAreInPlace,,xbrli:booleanItemType,,,,
DisclosureOfManagementOfRelationshipsWithSuppliersAndImpactsOnSupplyChainExplanatory,,dtr-types:textBlockItemType,,,,
DisclosureOfHowCorporateCultureIsEstablishedDevelopedPromotedAndEvaluatedExplanatory,,dtr-types:textBlockItemType,,,,
PercentageOfPaymentsAlignedWithStandardPaymentTerms,,dtr-types:percentItemType,,,,
PoliciesWithRespectToAnimalWelfareAreInPlace,,xbrli:booleanItemType,,,,
InformationAboutProcessToReportOutcomesToAdministrativeManagementAndSupervisoryBodiesExplanatory,,dtr-types:textBlockItemType,,,,
NameOfTransparencyRegister,,xbrli:stringItemType,,,,
ProceduresToPreventDetectAndAddressAllegationsOrIncidentsOfCorruptionAndBriberyAreInPlace,,xbrli:booleanItemType,,,,
InformationAboutExtentToWhichTrainingIsGivenToMembersOfAdministrativeManagementAndSupervisoryBodiesExplanatory,,dtr-types:textBlockItemType,,,,
DescriptionOfUndertakingsStandardPaymentTermsExplanatory,,dtr-types:textBlockItemType,,,,
PoliciesOnProtectionOfWhistleblowersAreInPlace,,xbrli:booleanItemType,,,,
InformationAboutApproachToRelationshipsWithSuppliersExplanatory,,dtr-types:textBlockItemType,,,,
SocialAndEnvironmentalCriteriaAreTakenIntoAccountForSelectionOfSuppliers,,xbrli:booleanItemType,,,,
DescriptionOfMechanismsForIdentifyingReportingAndInvestigatingConcernsAboutUnlawfulBehaviourOrBehaviourInContradictionOfCodeOfConductOrSimilarInternalRulesExplanatory,,dtr-types:textBlockItemType,,,,
DisclosureOfHowSocialAndEnvironmentalCriteriaAreTakenIntoAccountForSelectionOfSuppliersExplanatory,,dtr-types:textBlockItemType,,,,
IdentificationNumberInTransparencyRegister,,xbrli:stringItemType,,,,
DisclosureOfPlansToAdoptProceduresToPreventDetectAndAddressAllegationsOrIncidentsOfCorruptionAndBriberyExplanatory,,dtr-types:textBlockItemType,,,,
AmountOfInternalAndExternalLobbyingExpenses,,xbrli:monetaryItemType,,,,
MaterialImpactRiskOrOpportunity,,enum2:enumerationSetItemType,,,,
DisclosureOfSocialInvestmentOrOtherDevelopmentProgrammesAimedAtContributingToAdditionalMaterialPositiveImpactsExplanatory,,dtr-types:textBlockItemType,,,,
DisclosureOfSevereHumanRightsIssuesAndIncidentsConnectedToUpstreamAndDownstreamValueChainNOAffectedCommunitiesNOConsumersAndEndusersThatHaveBeenReportedExplanatory,,dtr-types:textBlockItemType,,,,
SevereHumanRightsIssuesAndIncidentsConnectedToUpstreamAndDownstreamValueChainNOAffectedCommunitiesNOConsumersAndEndusersHaveBeenReported,,xbrli:booleanItemType,,,,
WiderIndustryOrCollaborativeActionWithOtherRelevantPartiesWillBeRequired,,xbrli:booleanItemType,,,,
TargetsRelatedToManagingMaterialNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesConsumersAndEndUsersGeneralAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementTargetsRelatedToReducingNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesOnConsumersAndEndUsersTargetsNotAdoptedAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementTargetsRelatedToReducingNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesOnConsumersAndEndUsersTargetsNotAdoptedLineItems,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementTargetsRelatedToReducingNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesOnConsumersAndEndUsersAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementTargetsRelatedToReducingNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesOnConsumersAndEndUsersLineItems,,xbrli:stringItemType,,,,
TargetsRelatedToManagingMaterialNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesConsumersAndEndUsersAbstract,,xbrli:stringItemType,,,,
TargetsRelatedToManagingMaterialNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesConsumersAndEndUsersLineItems,,xbrli:stringItemType,,,,
DisclosureOfHowAffectedCommunitiesConsumersAndEndusersThatMayBeAffectedAreAbleToAccessChannelsAtLevelOfUndertakingTheyAreAffectedByExplanatory,,dtr-types:textBlockItemType,,,,
AffectedCommunitiesConsumersAndEndusersThatMayBeAffectedAreAbleToAccessChannelsAtLevelOfUndertakingTheyAreAffectedBy,,xbrli:booleanItemType,,,,
MinimumDisclosureRequirementTargetsGeneralAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementTargetsLineItems,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementPoliciesGeneralAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementPoliciesLineItems,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementMetricsListOfESRSMetricsAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementMetricsListOfESRSMetricsLineItems,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementTargetsTargetsNotAdoptedGeneralAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementTargetsNotAdoptedLineItems,,xbrli:stringItemType,,,,
InterestsAndViewsOfStakeholdersAbstract,,xbrli:stringItemType,,,,
InterestsAndViewsOfStakeholdersLineItems,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementActionsLineItems,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementResourcesLineItems,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementResourcesAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementResourcesGeneralAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementActionsGeneralAbstract,,xbrli:stringItemType,,,,
MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelE1GeneralAbstract,,xbrli:stringItemType,,,,
PoliciesRelatedToOwnWorkforceGeneralAbstract,,xbrli:stringItemType,,,,
TakingActionOnMaterialImpactsOnOwnWorkforceAndApproachesToManagingMaterialRisksAndPursuingMaterialOpportunitiesRelatedToOwnWorkforceAndEffectivenessOfThoseActionsGeneralAbstract,,xbrli:stringItemType,,,,
TargetsRelatedToManagingMaterialNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesGeneralAbstract,,xbrli:stringItemType,,,,
MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelS1GeneralAbstract,,xbrli:stringItemType,,,,
TargetsRelatedToManagingMaterialNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesValueChainWorkerGeneralAbstract,,xbrli:stringItemType,,,,
TakingActionOnMaterialImpactsOnValueChainWorkersAndApproachesToManagingMaterialRisksAndPursuingMaterialOpportunitiesRelatedToValueChainWorkersAndEffectivenessOfThoseActionsGeneralAbstract,,xbrli:stringItemType,,,,
PoliciesRelatedToValueChainWorkersGeneralAbstract,,xbrli:stringItemType,,,,
TargetsRelatedToManagingMaterialNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesAffectedCommunitiesGeneralAbstract,,xbrli:stringItemType,,,,
TakingActionOnMaterialImpactsOnAffectedCommunitiesAndApproachesToManagingMaterialRisksAndPursuingMaterialOpportunitiesRelatedToAffectedCommunitiesAndEffectivenessOfThoseActionsGeneralAbstract,,xbrli:stringItemType,,,,
PoliciesRelatedToAffectedCommunitiesGeneralAbstract,,xbrli:stringItemType,,,,
DisclosureOfStepsTakenToGainInsightIntoPerspectivesOfAffectedCommunitiesThatMayBeParticularlyVulnerableToImpactsAndOrMarginalisedAndIntoPerspectiveOfSpecificGroupsWithinAffectedCommunitiesExplanatory,,dtr-types:textBlockItemType,,,,
MinimumDisclosureRequirementPoliciesRelatedToConsumersAndEndUsersAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementPoliciesRelatedToAffectedCommunitiesLineItems,,xbrli:stringItemType,,,,
PoliciesRelatedToConsumersAndEndUsersAbstract,,xbrli:stringItemType,,,,
PoliciesRelatedToConsumersAndEndUsersLineItems,,xbrli:stringItemType,,,,
MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelS4Abstract,,xbrli:stringItemType,,,,
MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelS4LineItems,,xbrli:stringItemType,,,,
DisclosureOfHowUnderstandingOfHowAffectedCommunitiesWithParticularCharacteristicsLivingInParticularContextsOrUndertakingParticularActivitiesMayBeAtGreaterRiskOfHarmHasBeenDevelopedExplanatory,,dtr-types:textBlockItemType,,,,
MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelE4Abstract,,xbrli:stringItemType,,,,
MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelE4LineItems,,xbrli:stringItemType,,,,
MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelE1Abstract,,xbrli:stringItemType,,,,
MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelE1LineItems,,xbrli:stringItemType,,,,
TypeOfCommunitiesSubjectToMaterialImpactsByOwnOperationsOrThroughUpstreamAndDownstreamValueChain,,enum2:enumerationSetItemType,,,,
MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelS3Abstract,,xbrli:stringItemType,,,,
MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelS3LineItems,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementTargetsRelatedToReducingNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesOnAffectedCommunitiesTargetsNotAdoptedAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementTargetsRelatedToReducingNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesOnAffectedCommunitiesTargetsNotAdoptedLineItems,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementTargetsRelatedToReducingNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesOnAffectedCommunitiesAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementTargetsRelatedToReducingNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesOnAffectedCommunitiesLineItems,,xbrli:stringItemType,,,,
TargetsRelatedToManagingMaterialNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesAffectedCommunitiesLineItems,,xbrli:stringItemType,,,,
TargetsRelatedToManagingMaterialNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesAffectedCommunitiesAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementResourcesToManageMaterialImpactsRisksAndOpportunitiesRelatedToAffectedCommunitiesDetailedAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementResourcesToManageMaterialImpactsRisksAndOpportunitiesRelatedToAffectedCommunitiesDetailedLineItems,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementResourcesToManageMaterialImpactsRisksAndOpportunitiesRelatedToAffectedCommunitiesAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementResourcesToManageMaterialImpactsRisksAndOpportunitiesRelatedToAffectedCommunitiesLineItems,,xbrli:stringItemType,,,,
TakingActionOnMaterialImpactsOnAffectedCommunitiesAndApproachesToManagingMaterialRisksAndPursuingMaterialOpportunitiesRelatedToAffectedCommunitiesAndEffectivenessOfThoseActionsAbstract,,xbrli:stringItemType,,,,
TakingActionOnMaterialImpactsOnAffectedCommunitiesAndApproachesToManagingMaterialRisksAndPursuingMaterialOpportunitiesRelatedToAffectedCommunitiesAndEffectivenessOfThoseActionsLineItems,,xbrli:stringItemType,,,,
ProcessesToRemediateNegativeImpactsAndChannelsForAffectedCommunitiesToRaiseConcernsAbstract,,xbrli:stringItemType,,,,
ProcessesToRemediateNegativeImpactsAndChannelsForAffectedCommunitiesToRaiseConcernsLineItems,,xbrli:stringItemType,,,,
ProcessesForEngagingWithAffectedCommunitiesAboutImpactsAbstract,,xbrli:stringItemType,,,,
ProcessesForEngagingWithAffectedCommunitiesAboutImpactsLineItems,,xbrli:stringItemType,,,,
DisclosureOfMetricsConsideredRelevantForLanduseChangeFreshwateruseChangeAndOrSeauseChangeExplanatory,,dtr-types:textBlockItemType,,,,
LayerInMitigationHierarchyToWhichResourcesCanBeAllocatedToBiodiversityAndEcosystems,,enum2:enumerationSetItemType,,,,
PoliciesRelatedToAffectedCommunitiesAbstract,,xbrli:stringItemType,,,,
PoliciesRelatedToAffectedCommunitiesLineItems,,xbrli:stringItemType,,,,
MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelS2Abstract,,xbrli:stringItemType,,,,
MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelS2LineItems,,xbrli:stringItemType,,,,
TargetsRelatedToManagingMaterialNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesValueChainWorkersAbstract,,xbrli:stringItemType,,,,
TargetsRelatedToManagingMaterialNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesValueChainWorkersLineItems,,xbrli:stringItemType,,,,
TakingActionOnMaterialImpactsOnValueChainWorkersAndApproachesToManagingMaterialRisksAndPursuingMaterialOpportunitiesRelatedToValueChainWorkersAndEffectivenessOfThoseActionsAbstract,,xbrli:stringItemType,,,,
TakingActionOnMaterialImpactsOnValueChainWorkersAndApproachesToManagingMaterialRisksAndPursuingMaterialOpportunitiesRelatedToValueChainWorkersAndEffectivenessOfThoseActionsLineitems,,xbrli:stringItemType,,,,
ProcessesToRemediateNegativeImpactsAndChannelsForValueChainWorkersToRaiseConcernsAbstract,,xbrli:stringItemType,,,,
ProcessesToRemediateNegativeImpactsAndChannelsForValueChainWorkersToRaiseConcernsLineItems,,xbrli:stringItemType,,,,
ProcessesForEngagingWithValueChainWorkersAboutImpactsAbstract,,xbrli:stringItemType,,,,
ProcessesForEngagingWithValueChainWorkersAboutImpactsLineItems,,xbrli:stringItemType,,,,
PoliciesRelatedToValueChainWorkersAbstract,,xbrli:stringItemType,,,,
PoliciesRelatedToValueChainWorkersLineItems,,xbrli:stringItemType,,,,
MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelS1Abstract,,xbrli:stringItemType,,,,
MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelS1LineItems,,xbrli:stringItemType,,,,
TargetsRelatedToManagingMaterialNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesAbstract,,xbrli:stringItemType,,,,
TargetsRelatedToManagingMaterialNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesLineItems,,xbrli:stringItemType,,,,
TakingActionOnMaterialImpactsOnOwnWorkforceAndApproachesToManagingMaterialRisksAndPursuingMaterialOpportunitiesRelatedToOwnWorkforceAndEffectivenessOfThoseActionsAbstract,,xbrli:stringItemType,,,,
TakingActionOnMaterialImpactsOnOwnWorkforceAndApproachesToManagingMaterialRisksAndPursuingMaterialOpportunitiesRelatedToOwnWorkforceAndEffectivenessOfThoseActionsLineItems,,xbrli:stringItemType,,,,
ProcessesToRemediateNegativeImpactsAndChannelsForOwnWorkforceToRaiseConcernsAbstract,,xbrli:stringItemType,,,,
ProcessesToRemediateNegativeImpactsAndChannelsForOwnWorkforceToRaiseConcernsLineItems,,xbrli:stringItemType,,,,
DisclosureOfQualitativeInformationAboutAnticipatedFinancialEffectsOfMaterialRisksAndOpportunitiesArisingFromBiodiversityAndEcosystemrelatedImpactsAndDependenciesExplanatory,,dtr-types:textBlockItemType,,,,
NatureorientedAreaOffSite,,dtr-types:areaItemType,,,,
NatureorientedAreaOnSite,,dtr-types:areaItemType,,,,
SealedArea,,dtr-types:areaItemType,,,,
UseOfLandArea,,dtr-types:areaItemType,,,,
DisclosureOfContextualInformationOnImpactMetricsRelatedToBiodiversityAndEcosystemsChangeExplanatory,,dtr-types:textBlockItemType,,,,
ProcessesForEngagingWithOwnWorkforceAndWorkersRepresentativesAboutImpactsLineItems,,xbrli:stringItemType,,,,
ProcessesForEngagingWithOwnWorkforceAndWorkersRepresentativesAboutImpactsAbstract,,xbrli:stringItemType,,,,
DisclosureOfPoliciesRelatedToOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersLineItems,,xbrli:stringItemType,,,,
TimeHorizonsAppliedForResilienceAnalysis,,enum2:enumerationSetItemType,,,,
DisclosureOfParagraphInOtherEnvironmentrelatedStandardInWhichStateOfSpeciesMetricIsReferredToExplanatory,,dtr-types:textBlockItemType,,,,
PoliciesRelatedToOwnWorkforceAbstract,,xbrli:stringItemType,,,,
SustainabilityMattersAddressedByPolicyForBiodiversityAndEcosystems,,enum2:enumerationSetItemType,,,,
SustainableDevelopmentGoalsToWhichPolicyIsConnectedBiodiversityAndEcosystems,,enum2:enumerationSetItemType,,,,
SustainabilityMattersAddressedByPolicyForAffectedCommunities,,enum2:enumerationSetItemType,,,,
LayerInWasteHierarchyToWhichTargetRelates,,enum2:enumerationSetItemType,,,,
LayerInWasteHierarchyThatPolicyAddresses,,enum2:enumerationSetItemType,,,,
SustainabilityMattersAddressedByPolicyForResourceUseAndCircularEconomy,,enum2:enumerationSetItemType,,,,
DisclosureOfQualitativeInformationAboutAnticipatedFinancialEffectsOfMaterialRisksAndOpportunitiesArisingFromResourceUseAndCircularEconomyrelatedImpactsExplanatory,,dtr-types:textBlockItemType,,,,
LayerInMitigationHierarchyToWhichResourcesCanBeAllocatedToWaterAndMarineResources,,enum2:enumerationSetItemType,,,,
LayerInMitigationHierarchyToWhichActionCanBeAllocatedToWaterAndMarineResources,,enum2:enumerationSetItemType,,,,
DisclosureOfTimeframeInWhichPolicyInAreasOfHighwaterStressWillBeAdoptedExplanatory,,dtr-types:textBlockItemType,,,,
SustainabilityMattersAddressedByPolicyForWaterAndMarineResources,,enum2:enumerationSetItemType,,,,
WaterConsumptionInAreasOfHighwaterStress,,dtr-types:volumeItemType,,,,
DisclosureOfQualitativeInformationAboutAnticipatedFinancialEffectsOfMaterialRisksAndOpportunitiesArisingFromWaterAndMarineResourcesrelatedImpactsExplanatory,,dtr-types:textBlockItemType,,,,
MinimumDisclosureRequirementActionPlansToManageMaterialImpactsRisksAndOpportunitiesRelatedToAffectedCommunitiesAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementActionPlansToManageMaterialImpactsRisksAndOpportunitiesRelatedToAffectedCommunitiesLineItems,,xbrli:stringItemType,,,,
ExplanationOfApproximateScopeOfAffectedCommunitiesCoveredBySocialInvestmentOrDevelopmentProgrammesAndRationaleForWhySelectedCommunitiesWereChosenForGivenSocialInvestmentOrDevelopmentProgrammesImplementationExplanatory,,dtr-types:textBlockItemType,,,,
LayerInMitigationHierarchyToWhichResourcesCanBeAllocatedToPollution,,enum2:enumerationSetItemType,,,,
LayerInMitigationHierarchyToWhichActionCanBeAllocatedToPollution,,enum2:enumerationSetItemType,,,,
SustainabilityMattersAddressedByPolicyForPollution,,enum2:enumerationSetItemType,,,,
DisclosureOfHowIndigenousPeoplesHaveBeenConsultedOnModeAndParametersOfEngagementExplanatory,,dtr-types:textBlockItemType,,,,
IndigenousPeoplesHaveBeenConsultedOnModeAndParametersOfEngagement,,xbrli:booleanItemType,,,,
DisclosureOfHowRespectForIndigenousPeoplesParticularRightsInStakeholderEngagementApproachIsTakenIntoAccountAndEnsuredWithRegardToTheirCulturalIntellectualReligiousAndSpiritualPropertyExplanatory,,dtr-types:textBlockItemType,,,,
AffectedCommunitiesAreIndigenousPeoples,,xbrli:booleanItemType,,,,
SustainabilityMattersAddressedByPolicyForWorkersInValueChain,,enum2:enumerationSetItemType,,,,
SustainabilityMattersAddressedByPolicyForOwnWorkforce,,enum2:enumerationSetItemType,,,,
MaterialNegativeImpactsOccurrenceWorkersInValueChainWorkersAffectedCommunitiesConsumersAndEndUsers,,enum2:enumerationItemType,,,,
DisclosureOfGeographiesOrCommoditiesForWhichThereIsSignificantRiskOfChildLabourOrOfForcedLabourOrCompulsoryLabourAmongWorkersInUndertakingSValueChainExplanatory,,dtr-types:textBlockItemType,,,,
TypeOfValueChainWorkersSubjectToMaterialImpacts,,enum2:enumerationSetItemType,,,,
MinimumDisclosureRequirementTargetsRelatedToReducingNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesOnValueChainWorkersTargetsNotAdoptedAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementTargetsRelatedToReducingNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesOnValueChainWorkersTargetsNotAdoptedLineItems,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementTargetsRelatedToReducingNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesOnValueChainWorkersAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementTargetsRelatedToReducingNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesOnValueChainWorkersLineItems,,xbrli:stringItemType,,,,
TargetRelationshipToImpactsRisksAndOpportunities,,enum2:enumerationSetItemType,,,,
DescriptionOfPolicyProvisionsForPreventingAndAddressingImpactsOnIndigenousPeoplesExplanatory,,dtr-types:textBlockItemType,,,,
MinimumDisclosureRequirementPoliciesRelatedToConsumersAndEndUsersLineItems,,xbrli:stringItemType,,,,
DisclosureOfHowValueChainWorkersAffectedCommunitiesConsumersAndEndUsersTheirLegitimateRepresentativesOrCredibleProxiesWereEngagedDirectlyInIdentifyingLessonsOrImprovementsAsResultOfUndertakingsPerformanceExplanatory,,dtr-types:textBlockItemType,,,,
ValueChainWorkersAffectedCommunitiesConsumersAndEndUsersTheirLegitimateRepresentativesOrCredibleProxiesWereEngagedDirectlyInIdentifyingLessonsOrImprovementsAsResultOfUndertakingsPerformance,,xbrli:booleanItemType,,,,
MinimumDisclosureRequirementPoliciesRelatedToAffectedCommunitiesAbstract,,xbrli:stringItemType,,,,
DisclosureOfHowValueChainWorkersAffectedCommunitiesConsumersAndEndUsersTheirLegitimateRepresentativesOrCredibleProxiesWereEngagedDirectlyInTrackingPerformanceAgainstTargetsExplanatory,,dtr-types:textBlockItemType,,,,
ValueChainWorkersAffectedCommunitiesConsumersAndEndUsersTheirLegitimateRepresentativesOrCredibleProxiesWereEngagedDirectlyInTrackingPerformanceAgainstTargets,,xbrli:booleanItemType,,,,
DisclosureOfHowValueChainWorkersAffectedCommunitiesConsumersAndEndUsersTheirLegitimateRepresentativesOrCredibleProxiesWereEngagedDirectlyInSettingTargetsExplanatory,,dtr-types:textBlockItemType,,,,
ValueChainWorkersAffectedCommunitiesConsumersAndEndUsersTheirLegitimateRepresentativesOrCredibleProxiesWereEngagedDirectlyInSettingTargets,,xbrli:booleanItemType,,,,
MinimumDisclosureRequirementResourcesToManageMaterialImpactsRisksAndOpportunitiesRelatedToValueChainWorkersDetailedAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementResourcesToManageMaterialImpactsRisksAndOpportunitiesRelatedToValueChainWorkersDetailedLineItems,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementResourcesToManageMaterialImpactsRisksAndOpportunitiesRelatedToValueChainWorkersAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementResourcesToManageMaterialImpactsRisksAndOpportunitiesRelatedToValueChainWorkersLineItems,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementActionPlansToManageMaterialImpactsRisksAndOpportunitiesRelatedToValueChainWorkersAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementActionPlansToManageMaterialImpactsRisksAndOpportunitiesRelatedToValueChainWorkersLineItems,,xbrli:stringItemType,,,,
DisclosureOfHowValueChainWorkersAffectedCommunitiesConsumersAndEndUsersAndLegitimateRepresentativesOrTheirCredibleProxiesPlayRoleInDecisionsRegardingDesignAndImplementationOfProgrammesOrProcessesExplanatory,,dtr-types:textBlockItemType,,,,
ValueChainWorkersAffectedCommunitiesConsumersAndEndUsersAndLegitimateRepresentativesOrTheirCredibleProxiesPlayRoleInDecisionsRegardingDesignAndImplementationOfProgrammesOrProcessesExplanatory,,xbrli:booleanItemType,,,,
ValueChainWorkersAffectedCommunitiesConsumersAndEndUsersAreAllowedToUseAnonymouslyChannelsToRaiseConcernsOrNeeds,,xbrli:booleanItemType,,,,
GrievancesAreTreatedConfidentiallyAndWithRespectToRightsOfPrivacyAndDataProtection,,xbrli:booleanItemType,,,,
DisclosureOfHowPeopleInOwnWorkforceNOValueChainWorkersThatMayBeAffectedAreAbleToAccessChannelsAtLevelOfUndertakingTheyAreEmployedByOrContractedToWorkForExplanatory,,dtr-types:textBlockItemType,,,,
PeopleInOwnWorkforceNOValueChainWorkersThatMayBeAffectedAreAbleToAccessChannelsAtLevelOfUndertakingTheyAreEmployedByOrContractedToWorkFor,,xbrli:booleanItemType,,,,
PoliciesRegardingProtectionAgainstRetaliationForIndividualsThatUseChannelsToRaiseConcernsOrNeedsAreInPlace,,xbrli:booleanItemType,,,,
MinimumDisclosureRequirementPoliciesRelatedToOwnWorkforceAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementPoliciesRelatedToValueChainWorkersAbstract,,xbrli:stringItemType,,,,
DisclosureOfNatureOfCasesOfNonrespectOfUnGuidingPrinciplesOnBusinessAndHumanRightsIloDeclarationOnFundamentalPrinciplesAndRightsAtWorkOrOecdGuidelinesForMultinationalEnterprisesExplanatory,,dtr-types:textBlockItemType,,,,
DisclosureOfExtentToWhichCasesOfNonrespectOfUnGuidingPrinciplesOnBusinessAndHumanRightsIloDeclarationOnFundamentalPrinciplesAndRightsAtWorkOrOecdGuidelinesForMultinationalEnterprisesThatInvolveValueChainWorkersHaveBeenReportedInUpstreamAndDownstreamValueChainExplanatory,,dtr-types:textBlockItemType,,,,
TypeOfEmployeesAndNonemployeesInOwnWorkforceSubjectToMaterialImpactsByOwnOperations,,enum2:enumerationSetItemType,,,,
MinimumDisclosureRequirementTargetsRelatedToClimateChangeMitigationAndAdaptationAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementResourcesInRelationToClimateChangePoliciesDetailedAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementResourcesInRelationToClimateChangePoliciesDetailedLineItems,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementResourcesInRelationToClimateChangePoliciesAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementResourcesInRelationToClimateChangePoliciesLineItems,,xbrli:stringItemType,,,,
